  3500.0  4250.0  0.106999932D+02  0.126969161D+01 -0.439218613D+00  0.252566871D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  4250.0  5250.0  0.115468603D+02  0.232441915D+01 -0.469648839D+00 -0.159939685D-01  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  5250.0  5500.0  0.133869850D+02  0.216045711D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  5500.0  5750.0  0.136030307D+02  0.187006957D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  3500.0  4250.0  0.108572509D+02  0.115429462D+01 -0.343301147D+00  0.193449818D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  4250.0  5500.0  0.125032009D+02  0.483865997D+00  0.155751759D+01 -0.127076994D+01  0.364620960D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  5500.0  5750.0  0.136379162D+02  0.182963721D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  5750.0  7250.0  0.136631063D+02  0.116801471D+01 -0.324086906D+00  0.100147496D+00 -0.112575940D-01  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  3500.0  4250.0  0.109979766D+02  0.106693471D+01 -0.271919661D+00  0.150846532D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  4250.0  5750.0  0.126897158D+02  0.415222783D+00  0.182018772D+01 -0.150148837D+01  0.435420582D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  5750.0  6000.0  0.138583806D+02  0.155661833D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  6000.0  8250.0  0.132430012D+02  0.286990801D+01 -0.197061878D+01  0.130052523D+01 -0.598908487D+00  0.204480581D+00 -0.331007531D-01  0.000000000D+00  0.000000000D+00  0.000000000D+00
  3500.0  4250.0  0.111133560D+02  0.102535038D+01 -0.242922166D+00  0.128963920D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  4250.0  6000.0  0.151720265D+02 -0.524080145D+01  0.802384789D+01 -0.579836753D+01  0.230473496D+01 -0.409200430D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  6000.0  6250.0  0.140527330D+02  0.133833223D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  6250.0  8750.0  0.141138968D+02  0.110928407D+01 -0.224658514D-01 -0.163695875D+00  0.171256961D+00 -0.674315622D-01  0.901651643D-02  0.000000000D+00  0.000000000D+00  0.000000000D+00
  3500.0  4750.0  0.988186587D+01  0.479527942D+01 -0.327770669D+01  0.205148034D+01 -0.534591404D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  4750.0  6500.0  0.120303799D+02  0.367903154D+01 -0.192236512D+01  0.711674186D+00 -0.201388588D+00  0.455152356D-01  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  6500.0  9000.0  0.133353303D+02  0.331905247D+01 -0.261201593D+01  0.177530481D+01 -0.832086876D+00  0.256080087D+00 -0.421136528D-01  0.000000000D+00  0.000000000D+00  0.000000000D+00
  9000.0 10000.0  0.151945505D+02  0.308212876D+00 -0.100499587D-01 -0.371363425D-02  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  3500.0  4250.0  0.111537912D+02  0.130957522D+01 -0.459221022D+00  0.173822549D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  4250.0  6500.0  0.313954559D+02 -0.448963390D+02  0.530957626D+02 -0.400861028D+02  0.204782018D+02 -0.672107059D+01  0.111632471D+01  0.000000000D+00  0.000000000D+00  0.000000000D+00
  6500.0  6750.0  0.143824069D+02  0.106215553D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  6750.0 11000.0 -0.609551219D+02  0.199026337D+03 -0.250863909D+03  0.231195163D+03 -0.167527694D+03  0.969415750D+02 -0.442650966D+02  0.153058475D+02 -0.365036681D+01  0.464951462D+00
  3500.0  4250.0  0.109943280D+02  0.179717219D+01 -0.812979949D+00  0.268691374D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  4250.0  6750.0  0.339890476D+02 -0.510300428D+02  0.600635441D+02 -0.453088707D+02  0.231526475D+02 -0.759235200D+01  0.125530997D+01  0.000000000D+00  0.000000000D+00  0.000000000D+00
  6750.0  7000.0  0.145295253D+02  0.912501586D-01  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  7000.0 21000.0 -0.211362939D+03  0.589998327D+03 -0.732794876D+03  0.656535103D+03 -0.456609498D+03  0.248911340D+03 -0.103916388D+03  0.313587605D+02 -0.606592252D+01  0.553727176D+00
  3500.0  4250.0  0.106234903D+02  0.268988559D+01 -0.143867702D+01  0.437308134D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  4250.0  7000.0  0.648639049D+02 -0.129262601D+03  0.153205881D+03 -0.122525537D+03  0.706425288D+02 -0.289880537D+02  0.780747773D+01 -0.108250993D+01  0.000000000D+00  0.000000000D+00
  7000.0  7250.0  0.146610288D+02  0.830936845D-01  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  7250.0 27000.0 -0.333047615D+03  0.913144078D+03 -0.115178258D+04  0.105575459D+04 -0.758591738D+03  0.432851157D+03 -0.192607318D+03  0.635568881D+02 -0.139589487D+02  0.154213275D+01
  3500.0  4250.0  0.101119642D+02  0.383142479D+01 -0.221706757D+01  0.645369852D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  4250.0  7500.0  0.163245158D+03 -0.383081713D+03  0.465746045D+03 -0.396774262D+03  0.254861428D+03 -0.124342059D+03  0.446551835D+02 -0.108457787D+02  0.139490074D+01  0.000000000D+00
  7500.0  7750.0  0.148590166D+02  0.687697168D-01  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
  7750.0 31000.0 -0.347771411D+03  0.953138944D+03 -0.120530441D+04  0.110919947D+04 -0.801752353D+03  0.461534520D+03 -0.208043389D+03  0.699371817D+02 -0.157650671D+02  0.180093047D+01
  3500.0  4750.0  0.837653955D+01  0.852858278D+01 -0.623484133D+01  0.292167495D+01 -0.569372873D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00
