# Synthetic data set 0:
0.000000	0.788345 1.0
0.002626	0.788849 1.0
0.005253	0.790429 1.0
0.007879	0.792899 1.0
0.010505	0.797208 1.0
0.013132	0.805121 1.0
0.015758	0.817159 1.0
0.018384	0.831535 1.0
0.021011	0.847416 1.0
0.023637	0.864583 1.0
0.026263	0.882157 1.0
0.028889	0.900643 1.0
0.031516	0.919536 1.0
0.034142	0.938799 1.0
0.036768	0.958140 1.0
0.039395	0.977585 1.0
0.042021	0.997428 1.0
0.044647	1.017017 1.0
0.047274	1.037009 1.0
0.049900	1.056730 1.0
0.052526	1.076365 1.0
0.055153	1.095547 1.0
0.057779	1.115107 1.0
0.060405	1.133967 1.0
0.063032	1.153307 1.0
0.065658	1.172654 1.0
0.068284	1.189545 1.0
0.070910	1.208857 1.0
0.073537	1.226926 1.0
0.076163	1.244655 1.0
0.078789	1.262063 1.0
0.081416	1.279127 1.0
0.084042	1.295788 1.0
0.086668	1.312020 1.0
0.089295	1.327912 1.0
0.091921	1.343271 1.0
0.094547	1.358208 1.0
0.097174	1.372646 1.0
0.099800	1.386549 1.0
0.102426	1.399864 1.0
0.105053	1.412601 1.0
0.107679	1.424743 1.0
0.110305	1.436228 1.0
0.112931	1.447030 1.0
0.115558	1.457116 1.0
0.118184	1.466388 1.0
0.120810	1.474826 1.0
0.123437	1.482411 1.0
0.126063	1.489044 1.0
0.128689	1.494651 1.0
0.131316	1.499101 1.0
0.133942	1.502213 1.0
0.136568	1.503514 1.0
0.139195	1.503517 1.0
0.141821	1.503519 1.0
0.144447	1.503521 1.0
0.147074	1.503521 1.0
0.149700	1.503518 1.0
0.152326	1.503519 1.0
0.154952	1.503527 1.0
0.157579	1.503534 1.0
0.160205	1.503542 1.0
0.162831	1.503548 1.0
0.165458	1.503553 1.0
0.168084	1.503555 1.0
0.170710	1.503558 1.0
0.173337	1.503562 1.0
0.175963	1.503567 1.0
0.178589	1.503569 1.0
0.181216	1.503570 1.0
0.183842	1.503568 1.0
0.186468	1.503572 1.0
0.189095	1.503581 1.0
0.191721	1.503589 1.0
0.194347	1.503596 1.0
0.196973	1.503602 1.0
0.199600	1.503606 1.0
0.202226	1.503608 1.0
0.204852	1.503613 1.0
0.207479	1.503617 1.0
0.210105	1.503620 1.0
