# Synthetic data set 0:
0.000000	5.348460 1.0
0.003002	5.348461 1.0
0.006003	5.348463 1.0
0.009005	5.348467 1.0
0.012006	5.348477 1.0
0.015008	5.348492 1.0
0.018009	5.348513 1.0
0.021011	5.348533 1.0
0.024012	5.348556 1.0
0.027014	5.348592 1.0
0.030015	5.348630 1.0
0.033017	5.348666 1.0
0.036018	5.348706 1.0
0.039020	5.348749 1.0
0.042021	5.348791 1.0
0.045023	5.348826 1.0
0.048024	5.348866 1.0
0.051026	5.348917 1.0
0.054027	5.348971 1.0
0.057029	5.349042 1.0
0.060030	5.349119 1.0
0.063032	5.349202 1.0
0.066033	5.349285 1.0
0.069035	5.349372 1.0
0.072036	5.349457 1.0
0.075038	5.349540 1.0
0.078039	5.349630 1.0
0.081041	5.349717 1.0
0.084042	5.349797 1.0
0.087044	5.349881 1.0
0.090045	5.349977 1.0
0.093047	5.350074 1.0
0.096048	5.350183 1.0
0.099050	5.350301 1.0
0.102051	5.350422 1.0
0.105053	5.350541 1.0
0.108054	5.350662 1.0
0.111056	5.350780 1.0
0.114057	5.350900 1.0
0.117059	5.351023 1.0
0.120060	5.351141 1.0
0.123062	5.351258 1.0
0.126063	5.351383 1.0
0.129065	5.351516 1.0
0.132066	5.351659 1.0
0.135068	5.351812 1.0
0.138069	5.351976 1.0
0.141071	5.352140 1.0
0.144072	5.352307 1.0
0.147074	5.352477 1.0
0.150075	5.352644 1.0
0.153077	5.352817 1.0
0.156078	5.352992 1.0
0.159080	5.353160 1.0
0.162081	5.353331 1.0
0.165083	5.353511 1.0
0.168084	5.353695 1.0
0.171086	5.353886 1.0
0.174087	5.354089 1.0
0.177089	5.354292 1.0
0.180090	5.354490 1.0
0.183092	5.354692 1.0
0.186093	5.354892 1.0
0.189095	5.355093 1.0
0.192096	5.355296 1.0
0.195098	5.355497 1.0
0.198099	5.355700 1.0
0.201101	5.355909 1.0
0.204102	5.356126 1.0
0.207104	5.356356 1.0
0.210105	5.511172 1.0
0.213107	5.898835 1.0
0.216108	6.263207 1.0
0.219110	6.357296 1.0
0.222111	6.357546 1.0
0.225113	6.357794 1.0
0.228114	6.358040 1.0
0.231116	6.358290 1.0
0.234117	6.358533 1.0
0.237119	6.358778 1.0
0.240120	6.359030 1.0
0.243122	6.359286 1.0
0.246123	6.359559 1.0
0.249125	6.359835 1.0
0.252126	6.360115 1.0
0.255128	6.360397 1.0
0.258129	6.360680 1.0
0.261131	6.360959 1.0
0.264132	6.361246 1.0
0.267134	6.361529 1.0
0.270135	6.361811 1.0
0.273137	6.362092 1.0
0.276138	6.362381 1.0
0.279140	6.362675 1.0
0.282141	6.362982 1.0
0.285143	6.363298 1.0
0.288144	6.363619 1.0
0.291146	6.363943 1.0
0.294147	6.364267 1.0
0.297149	6.364594 1.0
0.300150	6.364920 1.0
0.303152	6.365247 1.0
0.306153	6.365574 1.0
0.309155	6.365900 1.0
0.312156	6.366226 1.0
0.315158	6.366555 1.0
0.318159	6.366894 1.0
0.321161	6.367243 1.0
0.324162	6.367598 1.0
0.327164	6.367949 1.0
0.330165	6.368303 1.0
0.333167	6.368656 1.0
0.336168	6.369010 1.0
0.339170	6.369365 1.0
0.342171	6.369722 1.0
0.345173	6.370082 1.0
0.348174	6.370448 1.0
0.351176	6.370812 1.0
0.354177	6.371189 1.0
0.357179	6.371585 1.0
0.360180	6.371991 1.0
0.363182	6.372391 1.0
0.366183	6.372791 1.0
0.369185	6.373193 1.0
0.372186	6.373596 1.0
0.375188	6.374000 1.0
0.378189	6.374398 1.0
0.381191	6.374790 1.0
0.384192	6.375191 1.0
0.387194	6.375590 1.0
0.390195	6.375991 1.0
0.393197	6.376409 1.0
0.396198	6.376843 1.0
0.399200	6.377284 1.0
0.402201	6.377718 1.0
0.405203	6.378150 1.0
0.408204	6.378589 1.0
0.411206	6.379035 1.0
0.414207	6.379482 1.0
0.417209	6.379922 1.0
0.420210	6.380359 1.0
0.423212	6.380808 1.0
0.426213	6.381258 1.0
0.429215	6.381714 1.0
0.432216	6.382182 1.0
0.435218	6.382661 1.0
0.438219	6.383142 1.0
0.441221	6.383612 1.0
0.444222	6.384077 1.0
0.447224	6.384545 1.0
0.450225	6.385030 1.0
0.453227	6.385517 1.0
0.456228	6.385994 1.0
0.459230	6.386465 1.0
0.462231	6.386939 1.0
0.465233	6.387432 1.0
0.468234	6.387941 1.0
0.471236	6.388464 1.0
0.474237	6.388990 1.0
0.477239	6.389513 1.0
0.480240	6.390037 1.0
0.483242	6.390559 1.0
0.486243	6.391081 1.0
0.489245	6.391607 1.0
0.492246	6.392128 1.0
0.495248	6.392645 1.0
0.498249	6.393164 1.0
0.501251	6.393680 1.0
0.504252	6.394213 1.0
0.507254	6.394761 1.0
0.510255	6.395325 1.0
0.513257	6.395891 1.0
0.516258	6.396450 1.0
0.519260	6.397000 1.0
0.522261	6.397547 1.0
0.525263	6.398121 1.0
0.528264	6.398702 1.0
0.531266	6.399275 1.0
0.534267	6.399844 1.0
0.537269	6.400412 1.0
0.540270	6.400995 1.0
0.543272	6.401595 1.0
0.546273	6.402199 1.0
0.549275	6.402793 1.0
0.552276	6.403390 1.0
0.555278	6.403986 1.0
0.558279	6.404580 1.0
0.561281	6.405168 1.0
0.564282	6.405767 1.0
0.567284	6.406373 1.0
0.570285	6.406979 1.0
0.573287	6.407582 1.0
0.576288	6.408196 1.0
0.579290	6.408824 1.0
0.582291	6.409473 1.0
0.585293	6.410127 1.0
0.588294	6.410781 1.0
0.591296	6.411435 1.0
0.594297	6.412089 1.0
0.597299	6.412737 1.0
0.600300	6.413386 1.0
0.603302	6.414036 1.0
0.606303	6.414686 1.0
0.609305	6.415335 1.0
0.612306	6.415983 1.0
0.615308	6.416640 1.0
0.618309	6.417313 1.0
0.621311	6.418002 1.0
0.624312	6.418695 1.0
0.627314	6.419386 1.0
0.630315	6.420077 1.0
0.633317	6.420768 1.0
0.636318	6.421460 1.0
0.639320	6.422162 1.0
0.642321	6.422862 1.0
0.645323	6.423559 1.0
0.648324	6.424259 1.0
0.651326	6.424959 1.0
0.654327	6.425670 1.0
0.657329	6.426391 1.0
0.660330	6.427127 1.0
0.663332	6.427867 1.0
0.666333	6.428604 1.0
0.669335	6.429343 1.0
0.672336	6.430078 1.0
0.675338	6.430812 1.0
0.678339	6.431555 1.0
0.681341	6.432300 1.0
0.684342	6.433047 1.0
0.687344	6.433796 1.0
0.690345	6.434552 1.0
0.693347	6.435319 1.0
0.696348	6.436091 1.0
0.699350	6.436872 1.0
0.702351	6.437654 1.0
0.705353	6.438442 1.0
0.708354	6.439227 1.0
0.711356	6.440009 1.0
0.714357	6.440791 1.0
0.717359	6.441579 1.0
0.720360	6.442367 1.0
0.723362	6.443160 1.0
0.726363	6.443963 1.0
0.729365	6.444774 1.0
0.732366	6.445594 1.0
0.735368	6.446418 1.0
0.738369	6.447254 1.0
0.741371	6.448093 1.0
0.744372	6.448924 1.0
0.747374	6.449753 1.0
0.750375	6.450587 1.0
0.753377	6.451425 1.0
0.756378	6.452259 1.0
0.759380	6.453087 1.0
0.762381	6.453925 1.0
0.765383	6.454776 1.0
0.768384	6.455639 1.0
0.771386	6.456509 1.0
0.774387	6.457381 1.0
0.777389	6.458261 1.0
0.780390	6.459142 1.0
0.783392	6.460022 1.0
0.786393	6.460903 1.0
0.789395	6.461783 1.0
0.792396	6.462674 1.0
0.795398	6.463562 1.0
0.798399	6.464439 1.0
0.801401	6.465333 1.0
0.804402	6.466240 1.0
0.807404	6.467149 1.0
0.810405	6.468069 1.0
0.813407	6.468998 1.0
0.816408	6.469928 1.0
0.819410	6.470862 1.0
0.822411	6.471787 1.0
0.825413	6.472712 1.0
0.828414	6.473645 1.0
0.831416	6.474584 1.0
0.834417	6.475524 1.0
0.837419	6.476460 1.0
0.840420	6.477411 1.0
0.843422	6.478374 1.0
0.846423	6.479342 1.0
0.849425	6.480312 1.0
0.852426	6.481291 1.0
0.855428	6.482272 1.0
0.858429	6.483253 1.0
0.861431	6.484230 1.0
0.864432	6.485207 1.0
0.867434	6.486183 1.0
0.870435	6.487168 1.0
0.873437	6.488154 1.0
0.876438	6.489139 1.0
0.879440	6.490142 1.0
0.882441	6.491158 1.0
0.885443	6.492177 1.0
0.888444	6.493201 1.0
0.891446	6.494232 1.0
0.894447	6.495265 1.0
0.897449	6.496303 1.0
0.900450	6.497337 1.0
0.903452	6.498363 1.0
0.906453	6.499393 1.0
0.909455	6.500425 1.0
0.912456	6.501460 1.0
0.915458	6.502502 1.0
0.918459	6.503558 1.0
0.921461	6.504627 1.0
0.924462	6.505699 1.0
0.927464	6.506770 1.0
0.930465	6.507847 1.0
0.933467	6.508933 1.0
0.936468	6.510019 1.0
0.939470	6.511104 1.0
0.942471	6.512189 1.0
0.945473	6.513280 1.0
0.948474	6.514368 1.0
0.951476	6.515460 1.0
0.954477	6.516549 1.0
0.957479	6.517655 1.0
0.960480	6.518767 1.0
0.963482	6.519884 1.0
0.966483	6.521008 1.0
0.969485	6.522140 1.0
0.972486	6.523277 1.0
0.975488	6.524420 1.0
0.978489	6.525562 1.0
0.981491	6.526707 1.0
0.984492	6.527851 1.0
0.987494	6.528993 1.0
0.990495	6.530134 1.0
0.993497	6.531276 1.0
0.996498	6.532435 1.0
0.999500	6.533607 1.0
1.002501	6.534776 1.0
1.005503	6.535947 1.0
1.008504	6.537128 1.0
1.011506	6.538319 1.0
1.014507	6.539508 1.0
1.017509	6.540692 1.0
1.020510	6.541881 1.0
1.023512	6.543070 1.0
1.026513	6.544262 1.0
1.029515	6.545455 1.0
1.032516	6.546654 1.0
1.035518	6.547869 1.0
1.038519	6.549095 1.0
1.041521	6.550322 1.0
1.044522	6.551551 1.0
1.047524	6.552786 1.0
1.050525	6.554026 1.0
1.053527	6.555266 1.0
1.056528	6.556505 1.0
1.059530	6.557750 1.0
1.062531	6.558996 1.0
1.065533	6.560244 1.0
1.068534	6.561493 1.0
1.071536	6.562741 1.0
1.074537	6.564005 1.0
1.077539	6.565279 1.0
1.080540	6.566557 1.0
1.083542	6.567835 1.0
1.086543	6.569121 1.0
1.089545	6.570415 1.0
1.092546	6.571710 1.0
1.095548	6.572999 1.0
1.098549	6.574293 1.0
1.101551	6.575587 1.0
1.104552	6.576879 1.0
1.107554	6.578176 1.0
1.110555	6.579475 1.0
1.113557	6.580786 1.0
1.116558	6.582115 1.0
1.119560	6.583446 1.0
1.122561	6.584776 1.0
1.125563	6.586110 1.0
1.128564	6.587457 1.0
1.131566	6.588808 1.0
1.134567	6.590157 1.0
1.137569	6.591503 1.0
1.140570	6.592851 1.0
1.143572	6.594193 1.0
1.146573	6.595539 1.0
1.149575	6.596885 1.0
1.152576	6.598241 1.0
1.155578	6.599612 1.0
1.158579	6.600995 1.0
1.161581	6.602376 1.0
1.164582	6.603763 1.0
1.167584	6.605160 1.0
1.170585	6.606561 1.0
1.173587	6.607960 1.0
1.176588	6.609361 1.0
1.179590	6.610758 1.0
1.182591	6.612151 1.0
1.185593	6.613544 1.0
1.188594	6.614939 1.0
1.191596	6.616339 1.0
1.194597	6.617756 1.0
1.197599	6.619189 1.0
1.200600	6.620623 1.0
1.203602	6.622063 1.0
1.206603	6.623513 1.0
1.209605	6.624969 1.0
1.212606	6.626421 1.0
1.215608	6.627871 1.0
1.218609	6.629320 1.0
1.221611	6.630764 1.0
1.224612	6.632205 1.0
1.227614	6.633645 1.0
1.230615	6.635088 1.0
1.233617	6.636540 1.0
1.236618	6.638011 1.0
1.239620	6.639496 1.0
1.242621	6.640982 1.0
1.245623	6.642478 1.0
1.248624	6.643983 1.0
1.251626	6.645486 1.0
1.254627	6.646988 1.0
1.257629	6.648484 1.0
1.260630	6.649974 1.0
1.263632	6.651462 1.0
1.266633	6.652952 1.0
1.269635	6.654441 1.0
1.272636	6.655936 1.0
1.275638	6.657445 1.0
1.278639	6.658975 1.0
1.281641	6.660513 1.0
1.284642	6.662060 1.0
1.287644	6.663616 1.0
1.290645	6.665169 1.0
1.293647	6.666722 1.0
1.296648	6.668266 1.0
1.299650	6.669807 1.0
1.302651	6.671343 1.0
1.305653	6.672874 1.0
1.308654	6.674404 1.0
1.311656	6.675938 1.0
1.314657	6.677482 1.0
1.317659	6.679046 1.0
1.320660	6.680631 1.0
1.323662	6.682225 1.0
1.326663	6.683828 1.0
1.329665	6.685435 1.0
1.332666	6.687037 1.0
1.335668	6.688630 1.0
1.338669	6.690217 1.0
1.341671	6.691796 1.0
1.344672	6.693370 1.0
1.347674	6.694943 1.0
1.350675	6.696518 1.0
1.353677	6.698094 1.0
1.356678	6.699684 1.0
1.359680	6.701297 1.0
1.362681	6.702936 1.0
1.365683	6.704588 1.0
1.368684	6.706246 1.0
1.371686	6.707898 1.0
1.374687	6.709540 1.0
1.377689	6.711173 1.0
1.380690	6.712799 1.0
1.383692	6.714417 1.0
1.386693	6.716031 1.0
1.389695	6.717642 1.0
1.392696	6.719254 1.0
1.395698	6.720872 1.0
1.398699	6.722506 1.0
1.401701	6.724171 1.0
1.404702	6.725868 1.0
1.407704	6.727582 1.0
1.410705	6.729292 1.0
1.413707	6.730989 1.0
1.416708	6.732672 1.0
1.419710	6.734344 1.0
1.422711	6.736007 1.0
1.425713	6.737662 1.0
1.428714	6.739312 1.0
1.431716	6.740957 1.0
1.434717	6.742603 1.0
1.437719	6.744257 1.0
1.440720	6.745925 1.0
1.443722	6.747618 1.0
1.446723	6.749365 1.0
1.449725	6.751140 1.0
1.452726	6.752900 1.0
1.455728	6.754647 1.0
1.458729	6.756379 1.0
1.461731	6.758100 1.0
1.464732	6.759809 1.0
1.467734	6.761510 1.0
1.470735	6.763205 1.0
1.473737	6.764895 1.0
1.476738	6.766585 1.0
1.479740	6.768278 1.0
1.482741	6.769976 1.0
1.485743	6.771682 1.0
1.488744	6.773397 1.0
1.491746	6.775120 1.0
1.494747	6.776853 1.0
1.497749	6.778594 1.0
1.500750	6.780340 1.0
1.503752	6.782091 1.0
1.506753	6.783848 1.0
1.509755	6.785615 1.0
1.512756	6.787389 1.0
1.515758	6.789172 1.0
1.518759	6.790963 1.0
1.521761	6.792761 1.0
1.524762	6.794562 1.0
1.527764	6.796365 1.0
1.530765	6.798165 1.0
1.533767	6.799961 1.0
1.536768	6.801748 1.0
1.539770	6.803526 1.0
1.542771	6.805291 1.0
1.545773	6.807044 1.0
1.548774	6.808782 1.0
1.551776	6.810504 1.0
1.554777	6.812226 1.0
1.557779	6.813996 1.0
1.560780	6.815803 1.0
1.563782	6.817629 1.0
1.566783	6.819465 1.0
1.569785	6.821305 1.0
1.572786	6.823141 1.0
1.575788	6.824973 1.0
1.578789	6.826798 1.0
1.581791	6.828615 1.0
1.584792	6.830421 1.0
1.587794	6.832213 1.0
1.590795	6.833992 1.0
1.593797	6.835759 1.0
1.596798	6.837532 1.0
1.599800	6.839324 1.0
1.602801	6.841153 1.0
1.605803	6.842999 1.0
1.608804	6.844857 1.0
1.611806	6.846717 1.0
1.614807	6.848576 1.0
1.617809	6.850429 1.0
1.620810	6.852277 1.0
1.623812	6.854115 1.0
1.626813	6.855945 1.0
1.629815	6.857766 1.0
1.632816	6.859575 1.0
1.635818	6.861382 1.0
1.638819	6.863202 1.0
1.641821	6.865031 1.0
1.644822	6.866887 1.0
1.647824	6.868759 1.0
1.650825	6.870637 1.0
1.653827	6.872514 1.0
1.656828	6.874392 1.0
1.659830	6.876264 1.0
1.662831	6.878129 1.0
1.665833	6.879987 1.0
1.668834	6.881836 1.0
1.671836	6.883675 1.0
1.674837	6.885514 1.0
1.677839	6.887358 1.0
1.680840	6.889207 1.0
1.683842	6.891065 1.0
1.686843	6.892943 1.0
1.689845	6.894834 1.0
1.692846	6.896729 1.0
1.695848	6.898625 1.0
1.698849	6.900517 1.0
1.701851	6.902402 1.0
1.704852	6.904280 1.0
1.707854	6.906153 1.0
1.710855	6.908017 1.0
1.713857	6.909879 1.0
1.716858	6.911743 1.0
1.719860	6.913614 1.0
1.722861	6.915488 1.0
1.725863	6.917371 1.0
1.728864	6.919271 1.0
1.731866	6.921179 1.0
1.734867	6.923084 1.0
1.737869	6.924990 1.0
1.740870	6.926895 1.0
1.743872	6.928792 1.0
1.746873	6.930681 1.0
1.749875	6.932566 1.0
1.752876	6.934448 1.0
1.755878	6.936330 1.0
1.758879	6.938222 1.0
1.761881	6.940113 1.0
1.764882	6.942004 1.0
1.767884	6.943911 1.0
1.770885	6.945827 1.0
1.773887	6.947749 1.0
1.776888	6.949669 1.0
1.779890	6.951581 1.0
1.782891	6.953491 1.0
1.785893	6.955395 1.0
1.788894	6.957292 1.0
1.791896	6.959189 1.0
1.794897	6.961081 1.0
1.797899	6.962980 1.0
1.800900	6.964886 1.0
1.803902	6.966784 1.0
1.806903	6.968687 1.0
1.809905	6.970604 1.0
1.812906	6.972530 1.0
1.815908	6.974454 1.0
1.818909	6.976379 1.0
1.821911	6.978299 1.0
1.824912	6.980212 1.0
1.827914	6.982121 1.0
1.830915	6.984027 1.0
1.833917	6.985933 1.0
1.836918	6.987842 1.0
1.839920	6.989756 1.0
1.842921	6.991666 1.0
1.845923	6.993574 1.0
1.848924	6.995492 1.0
1.851926	6.997420 1.0
1.854927	6.999349 1.0
1.857929	7.001277 1.0
1.860930	7.003200 1.0
1.863932	7.005120 1.0
1.866933	7.007034 1.0
1.869935	7.008945 1.0
1.872936	7.010852 1.0
1.875938	7.012766 1.0
1.878939	7.014684 1.0
1.881941	7.016598 1.0
1.884942	7.018507 1.0
1.887944	7.020420 1.0
1.890945	7.022344 1.0
1.893947	7.024272 1.0
1.896948	7.026197 1.0
1.899950	7.028124 1.0
